ID,X3,X4,X5,X6,X11,X12,X13,X14,X15,Y
3428,14.8,4.7,460,368,3,44.2,0.66,1.42,9.01,4.2
3429,14.4,3.59,323,366,2.5,32.4,0.99,1.07,10.15,6.12
3430,17.8,3.1,464,366,2.5,52,1.49,0.84,8.76,2.5
3431,17.2,3.3,323,343,3,42.1,1.98,1.28,9.8,5.4
3432,23.6,3.6,329,368,3,45.2,1.02,1.07,12.31,5.1
3433,18.9,4.5,470,363,2.5,42.8,1.67,1.09,9.02,5.2
3434,16.2,4.1,313,414,3,40.1,1.59,1.09,8.54,7.4
3435,20.5,3.3,301,331,3,44.5,2.95,2.16,9.49,4.9
3436,15.9,2.6,296,373,4,56.7,1.8,2.54,8.43,3.8
3437,21.8,4.2,421,359,2.5,53.4,1.91,1.57,9.96,3.4
3438,19.7,1.9,327,361,3.5,34.8,2.15,2.23,8.8,3.4
3439,18,3.4,304,354,3,43.6,0.86,1.53,13.78,7.5
3440,18.1,3.4,308,354,4,37.6,0.86,1.53,13.78,7.4
3441,19.2,4.4,427,359,2.5,58.6,1.91,1.57,9.96,3.3
3442,18.9,4.8,300,365,3.3,57.6,0.81,1.84,14.3,9.1
3443,24.5,4.5,424,372,3.5,49.1,1.89,1.22,9.11,3.9
3444,22,4.2,421,359,2.5,43.8,1.91,1.57,9.96,3.9
3445,27,4.4,473,363,2.5,44.2,1.67,1.09,9.02,4.8
3446,28.4,3.8,425,372,3,55.8,1.89,1.22,9.11,4.5
3447,22.7,0.8,326,372,2,25,0.96,2.13,9.32,2.8
3448,15,2.5,396,279,3,44.3,0.93,1.58,6.09,2.7
3449,24,2.1,334,359,4,57.9,0.71,2.56,8.67,3.4
3450,15.6,2.9,319,375,3,43.9,0.72,2.6,8.92,5.6
3451,24.8,3.4,297,376,4,55.7,1.78,2.59,8.48,5.2
3452,15.5,1.8,297,373,3.5,52.1,1.8,2.54,8.43,4
3453,26,4.4,300,366,3,57.8,0.81,1.84,14.3,8.2
3454,15.8,4,472,371,2.5,32,0.72,1.49,9.77,4.7
3455,16.4,3.3,397,280,3.5,52.1,0.93,1.58,6.09,3.3
3456,18.6,4.3,458,368,2.5,35.2,0.66,1.42,9.01,4.8
3457,21.8,2.3,329,361,2.5,36.2,2.15,2.23,8.8,2.8
3458,13.7,2.49,320,366,2.5,28.5,0.99,1.07,10.15,4.36
3459,17.9,2.87,284,353,3,44,1.05,1.7,11.9,4.77
3460,18.6,5.37,283,353,3,53,1.05,1.7,11.9,10
3461,19.5,4,421,359,2.5,52.6,1.91,1.57,9.96,3.9
3462,18.2,4.9,460,368,2.5,39.4,0.66,1.42,9.01,4.4
3463,26.7,3.2,441,371,2.7,40.5,0.89,1.14,7.35,4.9
3464,18.2,6.4,462,219,3,55.4,1.49,0.84,8.76,2.5
3465,18.1,2.5,467,371,2.5,30.2,0.72,1.49,9.77,4.2
3466,14.9,3.1,325,369,2.5,34.5,1.02,1.04,12.31,6.6
3467,17,3.9,299,365,2.7,50.4,0.81,1.84,14.3,8.3
3468,16.5,3.35,351,346,3,44.5,1.32,1.84,8.56,4.6
3469,16,2.9,388,279,3.5,50.9,0.93,1.58,6.04,3.1
3470,14.8,3.32,311,370,2.7,40.7,1.91,2.19,10.11,4.9897
3471,15.6,2.85,367,355,3.3,34.2,1.34,1.83,8.27,3.9
3472,18.2,4.29,286,353,3,41,1.05,1.7,11.9,7.99
3473,13.7,4.2,366,355,2,37.2,1.34,1.83,8.27,4.95
3474,17.5,2.4,323,343,2.7,40.7,1.98,1.28,9.8,6.3
3475,16.6,6.4,478,363,2.5,45.8,1.67,1.09,9.02,7
3476,18.1,3.1,375,274,4,58.5,0.93,1.58,6.09,3.1
3477,16.4,3.8,424,359,2.5,57.8,1.91,1.57,9.96,3.2
3478,23.9,2.4,306,300,2.7,40.7,1.69,0.81,9.98,2.3
3479,18.5,4.1,459,368,3.5,44.6,0.66,1.42,9.01,4.7
3480,15.5,1.9,336,351,3,25.8,2.1,2.15,8.28,4.7
3481,15,1.4,322,372,3,30.6,0.96,2.13,9.32,3.4
3482,15.8,6.6,463,219,2.5,52.6,1.49,0.84,8.76,2.9
3483,17.5,4,422,359,2.5,45.6,1.91,1.57,9.96,3.3
3484,16.4,2.6,376,273,3.5,50.1,0.93,1.58,6.04,2.6
3485,23.6,4.12,319,365,3,44.5,1.9,2.2,10.06,5.6197
3486,15.8,3.06,323,349,2.5,34.1,1.18,1.52,10.82,4.811
3487,14.8,2.9,327,375,2,28.2,2.17,2.52,8.19,4.5
3488,15.7,4.2,404,321,3.7,54.9,0.97,1.41,7.21,3.9
3489,25.5,3.6,333,359,4.5,63.9,0.71,2.56,8.67,4.4
3490,21.8,2.99,330,349,3,43.3,1.18,1.52,10.82,4.749
3491,18.6,4.9,422,372,2.5,37,1.89,1.22,9.11,4.4
3492,17,1.6,326,372,2,19.2,0.96,2.13,9.32,3.6
3493,17.5,2.6,323,343,3,41.7,1.98,1.28,9.8,4.7
3494,17.2,3.2,390,280,3.5,51.9,0.93,1.58,6.09,4.2
3495,15.8,3.2,301,331,2.5,28,2.95,2.16,9.49,5
3496,16.3,4.39,286,353,3,41,1.05,1.7,11.9,7.93
3497,14.6,1.9,372,280,3.5,50.3,0.93,1.58,6.15,2.3
3498,19.5,3.8,422,359,3,45.5,1.91,1.57,9.96,2.8
3499,13,1.2,326,360,3,19.2,0.96,2.13,9.32,3.2
3500,17.3,4.4,421,359,2.5,54.2,1.91,1.57,9.96,4.2
3501,15.4,2.3,320,360,2.5,24.6,0.96,2.13,9.32,4.1
3502,21.9,2.7,321,371,3,40,2.15,2.51,8.28,3.2
3503,22.7,3.3,341,348,4.5,45.5,1.42,1.05,11.78,3.4
3504,25.6,3.7,426,372,3,50.2,1.89,1.22,9.11,3.7
3505,15.1,2.3,322,375,4,57.9,0.72,2.6,8.92,4.6
3506,13.5,2.3,324,369,2.5,32.5,1.02,1.04,12.31,4.9
3507,17,4.3,338,349,2,27.4,1.43,1.08,11.78,6.7
3508,16.3,4.1,307,354,3,41.2,0.86,1.53,13.78,9.4
3509,16.7,4,334,373,4,62.3,1.51,1.63,11.56,6.6
3510,15.7,3.4,353,346,3.5,53.9,1.32,1.84,8.56,4
3511,18.9,4.5,299,370,3,44.6,1.68,2.17,13.4,6.4
3512,17.2,3.6,326,375,3,36.4,2.17,2.52,8.19,4.7
3513,17,3.2,323,349,2.5,25.8,1.18,1.52,10.82,5.173
3514,13.6,3.45,368,355,3.5,49.7,1.34,1.83,8.27,2.65
3515,14.6,2.2,393,273,3,29.8,0.96,1.18,6.14,3.7
3516,14.1,2.91,324,350,2.5,25.8,1.18,1.54,10.82,4.944
3517,22.1,3.8,341,348,4,54.5,1.42,1.05,11.78,4.9
3518,17.2,4,328,374,3.5,53.9,1.51,1.63,11.56,6.4
3519,19.5,2.7,373,274,4,57.5,0.93,1.58,6.15,2.4
3520,20.9,2.95,332,349,2.7,40.5,3.62,2.63,9.14,4.25
3521,15.2,2.3,321,375,3.5,49.7,0.72,2.6,8.92,4.6
3522,16.4,3.55,349,346,3.5,52.6,1.32,1.84,8.56,4.6
3523,15.3,2.2,317,375,4,59.5,0.72,2.6,8.92,5
3524,16,2.6,292,376,4,60.1,1.78,2.59,8.48,4.6
3525,16,2.48,316,362,3.5,41,0.93,1.04,10.75,6.0943
3526,14.4,2.45,369,355,2.7,32.4,1.34,1.83,8.27,3.7
3527,14.2,3.7,457,368,2.5,35.6,0.66,1.42,9.01,4.4
3528,17,5.4,299,370,3,44.7,1.68,2.17,13.4,8.6
3529,16.3,3.5,463,371,3,42.4,0.72,1.49,9.77,4.3
3530,18.4,4.3,417,372,3,48,1.89,1.22,9.11,5.1
3531,15.9,2,393,273,3,30.4,0.96,1.18,6.14,3.6
3532,25.2,3.8,340,348,3.5,38.5,1.42,1.05,11.78,5.8
3533,14.8,2.6,318,375,4.5,66.9,0.72,2.6,8.92,4.6
3534,16.5,1.7,376,279,3.5,48.3,0.93,1.58,6.09,2.4
3535,21.5,3.16,329,349,3.5,37.8,1.18,1.52,10.82,4.564
3536,17.4,3.6,394,279,3.5,49.3,0.93,1.58,6.09,3.3
3537,18.8,5,302,370,3,44.7,1.68,2.17,13.4,8.4
3538,17.3,3.7,306,352,3,49.2,1.53,2.27,12.85,6.5
3539,15.3,2.4,371,273,3,34.4,0.96,1.18,6.14,3
3540,17.5,3.8,426,359,2.5,50.2,1.91,1.57,9.96,3.8
3541,12.8,3.7,350,346,3.5,48.1,1.32,1.84,8.56,4.05
3542,16.7,4.5,470,363,2.5,45.6,1.67,1.09,9.02,5.6
3543,15.9,2.6,394,273,2.5,31,0.96,1.18,6.14,3.2
3544,17.9,3.44,307,370,3.5,48.8,2.46,3.13,10.22,5.672
3545,15.6,5.3,304,388,3.5,32.9,1.02,0.84,11.96,12.7
3546,13.8,1.8,396,273,2.5,24.8,0.96,1.18,6.14,3.7
3547,16.3,3.34,327,350,2.5,32.2,1.18,1.54,10.82,5.261
3548,15.2,3.8,323,375,2,31.2,2.17,2.52,8.19,5.3
3549,14.7,2.2,394,273,2.5,26.2,0.96,1.18,6.14,3.7
3550,15.8,2.6,320,343,2.5,40.3,1.98,1.28,9.8,6.1
3551,21.8,3.51,324,367,2.5,38.2,0.99,1.07,10.15,3.77
3552,24,4.3,292,361,3.5,50.8,1.29,1.54,11.22,6.19
3553,30.1,1.95,333,349,3,42.8,3.62,2.63,9.14,2.9
3554,15.1,2.1,326,359,3.5,19.6,0.96,2.17,9.29,4.1
3555,14.8,2.55,323,366,3,24.9,0.99,1.07,10.15,4.74
3556,18.2,5.2,464,366,3,56.2,1.49,0.84,8.76,4.5
3557,26.3,3.2,379,274,4,57.5,0.93,1.58,6.15,3
3558,16.4,2.77,315,362,2.5,32.4,0.93,1.04,10.75,7.951
3559,14.8,3.11,322,366,2.5,26.1,0.99,1.07,10.15,5.18
3560,24.3,4.32,312,369,3,41.9,2.47,3.12,10.22,5.491
3561,17.7,3.3,397,279,3.5,53.1,0.93,1.58,6.09,3.3
3562,15,3,319,343,2.7,41.1,1.98,1.28,9.8,4.6
3563,16.3,1.9,327,362,3,28.2,2.15,2.23,8.8,3.6
3564,15.9,2.2,296,373,3.5,51.9,1.8,2.54,8.43,5.8
3565,16.6,6.2,460,219,2.5,58.6,1.49,0.84,8.76,2.5
3566,15.6,5.2,469,371,2.5,43.4,0.72,1.49,9.77,5.9
3567,16.3,3.2,396,280,3,44.3,0.93,1.58,6.15,2.9
3568,14.8,2.78,321,366,2.5,21.3,0.99,1.07,10.15,4.43
3569,15.6,3,321,343,2.5,39.8,1.98,1.28,9.8,5.4
3570,16.6,4,424,359,2.5,49.2,1.91,1.57,9.96,3.9
3571,22.4,3.55,368,355,4.3,62.7,1.34,1.83,8.27,3.3
3572,17.2,3.1,436,371,2.7,41.3,0.89,1.14,7.35,6.4
3573,16.2,2.9,289,379,2,38.5,0.99,1.09,11.11,6.4
3574,19,4.5,290,362,3,39,1.29,1.54,11.22,8.41
3575,15.6,2.6,393,270,2.5,34.2,0.96,1.18,6.14,3.1
3576,22.9,2.9,397,274,3.5,49.3,0.93,1.58,6.15,2.7
3577,17.2,4.3,468,371,2.5,30.4,0.72,1.49,9.77,5.5
3578,27.4,5,308,354,3.5,58.4,0.86,1.53,13.78,8
3579,16.5,3.4,340,348,3,37.8,1.42,1.05,11.78,6.3
3580,18.5,2.8,320,343,2.7,41.1,1.98,1.28,9.8,6
3581,17.8,5.1,437,371,2.5,40,0.89,1.14,7.35,6.5
3582,23.8,1.9,330,361,2,34,2.15,2.23,8.8,3.3
3583,18.7,1.7,330,361,2,23.2,2.15,2.23,8.8,2.9
3584,16.3,4.4,456,368,2.5,33,0.66,1.42,9.01,4.1
3585,21.3,3.4,421,359,2.5,55.4,1.91,1.57,9.96,3
3586,18.8,3.15,284,353,3,48,1.05,1.7,11.9,5.09
3587,22.6,3.2,394,274,4,61.1,0.93,1.58,6.15,3.3
3588,15.2,4.81,285,353,3,36,1.05,1.7,11.9,9.26
3589,24.9,4.3,310,351,4,60.7,1.54,2.32,12.85,4.7
3590,16,3,306,364,3,36.2,1.15,0.98,11.57,7.8
3591,16.5,3.7,320,343,2.7,41.3,1.98,1.28,9.8,7
3592,14.7,2.89,328,349,2,25.6,1.18,1.52,10.82,4.461
3593,20.4,4.8,359,299,3,46.1,1.61,1.19,10.43,5.3
3594,26.9,3.9,437,371,2.5,39.9,0.89,1.14,7.35,7.1
3595,16.3,3.5,313,414,2.7,43,1.59,1.09,8.54,6.6
3596,23.7,2.5,319,371,3,37.2,2.15,2.51,8.28,3.4
3597,15.8,3.31,322,366,3,24.1,0.99,1.07,10.15,4.58
3598,15.8,2,304,300,2,39.4,1.69,0.81,9.98,2.6
3599,16.2,3.49,279,374,2.5,38.4,1.76,2.76,11.06,7.2
3600,20.1,5.2,417,359,2.5,55.6,1.91,1.57,9.96,4.2
3601,18.7,4.8,422,359,2.5,56.6,1.91,1.57,9.96,4.7
3602,29.6,4.3,420,359,3,65.6,1.91,1.57,9.96,3.4
3603,17.5,5.2,427,359,2.5,53.2,1.91,1.57,9.96,4.3
3604,18.1,6.2,422,359,3,53.8,1.91,1.57,9.96,4
3605,17.1,3.5,324,369,2.5,38.5,1.02,1.06,12.3,6.4
3606,25.1,2.9,334,359,3.5,49.7,0.71,2.56,8.67,4.2
3607,26.6,3.3,321,343,2.7,40.5,1.98,1.28,9.8,5.1
3608,15.8,2.2,336,352,3.5,33.6,2.1,2.15,8.28,4.3
3609,19.9,2.4,374,273,3,37.6,0.96,1.18,6.14,3.3
3610,18.2,5.1,299,371,3,45.1,1.68,2.17,13.4,8.7
3611,18,6.5,465,219,2.5,46,1.49,0.84,8.76,2.7
3612,27.3,5.4,463,366,3,49.2,1.49,0.84,8.76,4
3613,14,2.4,334,352,3,32.8,2.1,2.15,8.28,3.9
3614,15.3,2.81,322,350,2.5,28.1,1.18,1.54,10.82,5.302
3615,16.2,3.9,303,388,3,37.4,1.02,0.84,11.96,9.4
3616,25.7,2.6,334,359,4.5,63.7,0.71,2.56,8.67,5
3617,23.7,5.2,421,359,2.5,57.6,1.91,1.57,9.96,4.9
3618,21.2,3.6,299,366,3.5,70.2,0.81,1.84,14.3,6.5
3619,15.1,3.8,302,388,3.5,32.1,1.02,0.84,11.96,7.9
3620,23.2,2.9,325,371,2.5,34.2,2.15,2.51,8.28,4.4
3621,14.8,2.6,371,278,3,43.3,0.93,1.58,6.04,2.3
3622,13.9,2.4,324,375,2,26.4,2.17,2.52,8.19,3.7
3623,16.8,2.8,397,280,3.5,53.9,0.93,1.58,6.09,3
3624,13.9,2.3,371,280,4,60.1,0.93,1.58,6.15,2.9
3625,15.1,2.7,336,352,2.5,33.6,2.1,2.15,8.28,3.5
3626,16.6,2.3,337,351,3,30.2,2.1,2.15,8.28,4
3627,25.3,4.29,325,367,3,40.7,0.99,1.07,10.15,5.12
3628,20.8,2.1,305,300,3,43.7,1.69,0.81,9.98,1.7
3629,16.2,2.91,318,362,3,38.2,0.93,1.04,10.75,7.426
3630,25.4,4.5,299,366,3,61.4,0.81,1.84,14.3,7.3
3631,16.6,4.9,298,365,3,42.8,0.81,1.84,14.3,9.6
3632,19.6,5.3,301,370,3,41.8,1.68,2.17,13.4,8.7
3633,16.8,3.5,334,374,4,62.3,1.51,1.63,11.56,6.7
3634,14.4,3,306,388,3,31.4,1.02,0.84,11.96,7.4
3635,16.4,3.2,322,375,2.5,28.2,2.17,2.52,8.19,4.3
3636,18.6,5.5,475,363,2.5,40.6,1.67,1.09,9.02,3.6
3637,16.2,4.9,300,366,3,45.4,0.81,1.84,14.3,8.1
3638,28.7,2.6,288,380,3.5,44.5,0.99,1.09,11.11,4.6
3639,21,6.1,458,366,2.5,50.4,1.49,0.84,8.76,4.6
3640,15.5,2.8,322,343,2.7,41.1,1.98,1.28,9.8,5.2
3641,17.4,4.7,300,370,3,45.1,1.68,2.17,13.4,8.5
3642,16.8,4.2,421,372,3,45.6,1.89,1.22,9.11,4.3
3643,14.5,3.02,323,337,2.5,28.1,1.18,1.52,10.82,4.986
3644,18.4,5.4,420,359,2.5,60.8,1.91,1.57,9.96,3.6
3645,14.7,2.19,320,367,3,23.5,0.99,1.07,10.15,3.34
3646,25.2,5.4,462,368,2.5,34.4,0.66,1.42,9.01,4.7
3647,23.3,2.9,304,331,4,34,2.95,2.16,9.49,4
3648,18,5.5,298,366,3,59.8,0.81,1.84,14.3,9.5
3649,14,2.6,304,364,3,35.6,1.15,0.98,11.57,7.9
3650,15.3,2.3,336,351,3,29.8,2.1,2.15,8.28,3.7
3651,26,3.5,332,374,3,41.9,1.51,1.63,11.56,5.1
3652,16.4,3.7,302,365,3,50.6,0.81,1.84,14.3,7.3
3653,15.4,2.8,297,373,4.5,67.3,1.8,2.54,8.43,5.2
3654,20.3,4.2,427,359,3,61.2,1.91,1.57,9.96,3
3655,16.2,2.6,395,279,3,42.1,0.93,1.58,6.09,2.5
3656,14.9,1.7,319,375,3.5,51.5,0.72,2.6,8.92,4.4
3657,15.1,3.71,322,350,2,22.7,1.18,1.54,10.82,5.369
3658,17.3,3.4,458,368,2.5,39.2,0.66,1.42,9.01,3.7
3659,14.9,1.96,325,366,2.5,26.9,0.99,1.07,10.15,3.4
3660,26.8,2.54,321,362,4.5,48.4,0.93,1.04,10.75,5.4931
3661,18.3,2.8,315,362,3,35,0.93,1.04,10.75,7.114
3662,13.3,1.7,323,375,2.5,25.8,2.17,2.52,8.19,2.9
3663,14.9,2.6,308,364,3.5,48.2,1.15,0.98,11.57,5
3664,13.9,2.6,369,355,2.5,34.8,1.34,1.83,8.27,4.05
3665,14.8,2.53,323,366,3.5,26.5,0.99,1.07,10.15,4.7
3666,14.2,5.3,458,368,2.5,42.2,0.66,1.42,9.01,4.9
3667,17.9,2.8,292,376,4.5,65.3,1.78,2.59,8.48,5.8
3668,20.5,1.5,325,361,3,28,2.15,2.23,8.8,3.1
3669,16.3,3.03,323,338,2.5,27.9,1.18,1.54,10.82,5.319
3670,26.4,2.6,322,371,3.5,40,2.15,2.51,8.28,3.6
3671,16.6,4.1,422,372,2.5,43,1.89,1.22,9.11,3.8
3672,22.7,3.95,372,355,4,60.9,1.34,1.83,8.27,3.4
3673,17.5,4.9,466,371,2.5,36,0.72,1.49,9.77,6.4
3674,23.4,3.55,405,321,3.3,46.9,0.97,1.41,7.21,3.2
3675,19.7,4.1,422,359,2.5,58.6,1.91,1.57,9.96,5.7
3676,17.6,5,299,370,3.3,47.3,1.68,2.1,13.38,8.7
3677,14.9,3.2,366,355,2,32.4,1.34,1.83,8.27,4.25
3678,15.6,2.4,332,351,3,34.2,2.1,2.15,8.28,4.2
3679,17.7,2.6,302,300,2.7,40.7,1.69,0.81,9.98,2.7
3680,13.4,5.1,460,368,2.5,38.6,0.66,1.42,9.01,4.9
3681,14.6,3.56,319,366,3,28.4,0.99,1.07,10.15,5.62
3682,13.7,1.2,318,375,3,45.1,0.72,2.6,8.92,3.6
3683,27.8,4.2,440,371,3,41.6,0.89,1.14,7.35,5.7
3684,15.9,2.4,299,373,3.5,51.9,1.8,2.54,8.43,4
3685,25.7,3.1,329,367,4,48.8,1.02,1.07,12.31,4.6
3686,17,2.9,342,348,3,33.4,1.42,1.05,11.78,5.7
3687,27.6,4.5,330,349,3.7,55.3,3.62,2.63,9.14,5.5
3688,22.2,3.4,398,273,3.5,42.6,0.96,1.18,6.14,3.8
3689,14.5,2,370,273,2.5,28.4,0.96,1.18,6.14,4.3
3690,15.9,3,329,356,3.7,55.5,3.59,2.56,9.11,4.75
3691,17.9,3,375,278,3,44.3,0.93,1.58,6.04,3.9
3692,23.3,2.5,321,371,3.5,37.6,2.15,2.51,8.28,3.9
3693,13.7,3.1,303,388,3.5,30.1,1.02,0.84,11.96,7.3
3694,15,2.1,372,274,3,44.1,0.93,1.58,6.09,3
3695,17.3,3.2,325,375,2,33,2.17,2.52,8.19,4.5
3696,17.4,3.5,305,354,3,39.2,0.86,1.53,13.78,8.2
3697,19.8,4.4,331,374,3,45.7,1.51,1.63,11.56,8.1
3698,14.2,3.1,470,371,2.5,33.6,0.72,1.49,9.77,4.9
3699,17.3,4.6,351,346,3.3,46.9,1.32,1.84,8.56,4.95
3700,15.2,1.6,324,360,3.5,22.4,0.96,2.13,9.32,3.1
3701,14.7,2,371,273,2.5,30.6,0.96,1.18,6.14,2.7
3702,13.2,2.9,322,375,2,28.8,2.17,2.52,8.19,4.9
3703,16.6,3.7,323,369,3,33,1.02,1.04,12.31,8.2
3704,14.6,2.52,320,366,3,24.4,0.99,1.07,10.15,5.73
3705,12.8,4.8,457,368,2.5,43.8,0.66,1.42,9.01,5
3706,15.8,2.26,275,374,3.5,39,1.76,2.76,11.06,3.8
3707,17.2,3.6,295,366,3,53,0.81,1.84,14.3,6.5
3708,17.1,7.1,460,366,3,61.6,1.49,0.84,8.76,4.7
3709,15.4,1.7,337,351,2.5,27.8,2.1,2.15,8.28,3.9
3710,13.7,1.7,319,360,3,22.6,0.96,2.13,9.32,3.2
3711,16.4,4.6,304,388,4,40.3,1.02,0.84,11.96,9.7
3712,27.1,3.9,332,374,4,57.7,1.51,1.63,11.56,4.2
3713,16.3,2.9,373,274,3.5,50.5,0.93,1.58,6.09,3.2
3714,16.4,3.3,470,371,2.5,32,0.72,1.49,9.77,4.4
3715,17.5,5,420,359,2.5,46.2,1.91,1.57,9.96,4.7
3716,14.8,2.5,334,351,2.5,30.8,2.1,2.15,8.28,4.1
3717,17.1,3.6,421,372,2.5,35.6,1.89,1.22,9.11,4.9
3718,16.5,2.97,277,374,3,41.8,1.76,2.76,11.06,5.2
3719,16.6,3.9,317,414,2.5,34.7,1.59,1.09,8.54,7.5
3720,14.2,5.3,458,368,2.5,38,0.66,1.42,9.01,4.7
3721,26,4.4,473,363,2.5,49.6,1.67,1.09,9.02,3.8
3722,19.4,4.2,461,368,2.5,40.4,0.66,1.42,9.01,5.9
3723,17.6,4,422,372,2.5,42.2,1.89,1.22,9.11,3.8
3724,15.8,5.7,462,219,2.5,55.2,1.49,0.84,8.76,2.3
3725,19,2.3,331,349,2.7,40.5,3.62,2.63,9.14,4.05
3726,17,3.6,335,349,3.5,41,1.43,1.08,11.78,7.7
3727,16.6,2,324,375,2.5,30.4,2.17,2.52,8.19,3.2
3728,19.8,3.7,329,374,4,59.5,1.51,1.63,11.56,6.9
3729,20.1,3.3,463,366,2.5,53.2,1.49,0.84,8.76,2.9
3730,16,3.3,321,343,3,42.1,1.98,1.28,9.8,5.9
3731,15.1,2.3,342,348,3,24.4,1.42,1.05,11.78,4.6
3732,15.1,2.7,466,371,2.5,37.4,0.72,1.49,9.77,4.2
3733,16,3.67,277,374,3.5,49.6,1.76,2.76,11.06,6.6
3734,15.4,1.8,324,343,2.7,41.1,1.98,1.28,9.8,6.8
3735,15.2,3.6,398,274,3.5,48.4,0.93,1.58,6.09,3.7
3736,15.8,2.85,333,349,2.7,40.6,3.62,2.63,9.14,3.7
3737,15.3,2.3,301,300,2.5,39.7,1.69,0.81,9.98,2.3
3738,16.3,4.3,467,371,2.5,45.6,0.72,1.49,9.77,5.8
3739,26,5.2,299,366,3,59.4,0.81,1.84,14.3,8.9
3740,22.2,2.6,371,273,2.5,34,0.96,1.18,6.14,3
3741,17,2.6,301,388,3.5,38.1,1.02,0.84,11.96,7
3742,14.2,4.2,353,346,3.7,55.5,1.32,1.84,8.56,4.45
3743,17.6,2.4,300,331,2.7,33,2.95,2.16,9.49,5.3
3744,17.5,3.4,297,373,4.5,65.1,1.8,2.54,8.43,5.8
3745,16.7,4.7,298,370,3,45.5,1.68,2.1,13.38,7.3
3746,14.2,3.2,470,371,2.5,29.2,0.72,1.49,9.77,4.4
3747,25.9,3.2,302,331,4,36,2.95,2.16,9.49,3.3
3748,29.4,4.3,421,372,3,53.4,1.89,1.22,9.11,4.6
3749,16.1,1.6,335,351,2.5,26.4,2.1,2.15,8.28,2.5
3750,18.4,4.05,326,356,3.3,47.1,3.59,2.56,9.11,5.85
3751,17,2.4,297,373,3.5,52.9,1.8,2.54,8.43,4.2
3752,14,2.4,325,375,2,29.4,2.17,2.52,8.19,3.8
3753,28.9,4.4,425,359,3,66.8,1.91,1.57,9.96,3.5
3754,15.6,2.6,323,375,2.5,36.4,2.17,2.52,8.19,3.7
3755,15.4,2.9,309,364,3,35.2,1.15,0.98,11.57,6.3
3756,16.3,2.8,376,280,3.5,50.7,0.93,1.58,6.09,3.4
3757,14.3,1.8,397,273,2.5,27.2,0.96,1.18,6.14,3.3
3758,18.9,2.6,397,281,3.5,51.1,0.93,1.58,6.15,2.8
3759,17.1,3.43,323,366,3,30.9,0.99,1.07,10.15,6.31
3760,17.9,3.9,394,280,3.5,51.1,0.93,1.58,6.09,4.1
3761,25.5,4.7,337,348,3,47,1.42,1.05,11.78,6.4
3762,18.1,4.9,307,352,3,53,1.53,2.27,12.85,6.6
3763,19.7,1.5,328,361,2.5,30.4,2.15,2.23,8.8,3.1
3764,16.1,2.8,298,373,4,59.9,1.8,2.54,8.43,4.2
3765,22.7,3.9,463,366,2.5,47.8,1.49,0.84,8.76,2.7
3766,17.1,3.9,298,365,3,41.4,0.81,1.84,14.3,8.4
3767,14.7,3.8,304,354,3.5,41.2,0.86,1.53,13.78,7.2
3768,15.6,2.7,306,364,2.5,30.4,1.15,0.98,11.57,6.6
3769,18,5.8,289,361,3.5,48.7,1.29,1.54,11.22,9.79
3770,17.2,3.8,340,348,3,34.8,1.42,1.05,11.78,6.6
3771,18.6,3.8,306,354,3.5,41.6,0.86,1.53,13.78,10.4
3772,16.7,2.3,302,300,2.7,41.3,1.69,0.81,9.98,2.5
3773,15,1.8,303,300,2.5,39.7,1.69,0.81,9.98,2.1
3774,16.7,3.6,417,359,2.5,52.2,1.91,1.57,9.96,2.9
3775,17.2,2.6,339,352,3,33.8,2.1,2.15,8.28,4.3
3776,19.6,4.3,320,343,3.5,51.9,1.98,1.28,9.8,6.9
3777,26.8,3.5,291,361,3.5,52.6,1.29,1.54,11.22,5.07
3778,16.1,3.4,420,359,2.5,47.6,1.91,1.57,9.96,3.5
3779,19.3,5,464,368,3,43,0.66,1.42,9.01,5.1
3780,14.7,1.7,314,375,4,59.5,0.72,2.6,8.92,4.4
3781,14.4,2.2,300,373,3,42.7,1.8,2.54,8.43,4.8
3782,15.2,3.9,298,365,2.7,43.8,0.81,1.84,14.3,8.9
3783,19.1,2.88,285,354,3,53,1.05,1.7,11.9,4.33
3784,15.6,1.7,327,360,3,25.4,0.96,2.13,9.32,3.7
3785,18.9,7.7,460,219,3,70.2,1.49,0.84,8.76,3
3786,19.2,4,420,359,2.5,53.6,1.91,1.57,9.96,3.6
3787,17.8,4.2,439,371,3,43.3,0.89,1.14,7.35,6.2
3788,17.3,4.4,469,371,3,34.8,0.72,1.49,9.77,5.4
3789,16.9,3.8,324,356,3.3,47.3,3.59,2.56,9.11,5.75
3790,16.8,3.1,304,388,3,32.4,1.02,0.84,11.96,7.7
3791,15.5,2.2,309,364,3,33.4,1.15,0.98,11.57,4.6
3792,12.8,5.7,458,368,2.5,45.4,0.66,1.42,9.01,4.7
3793,14.9,2.9,308,364,3.5,43,1.15,0.98,11.57,6.5
3794,21.4,2.5,332,374,3,42.3,1.51,1.63,11.56,5
3795,16.7,6.6,463,219,3.5,64.2,1.49,0.84,8.76,2.3
3796,14.4,3.7,366,355,2.7,28.6,1.34,1.83,8.27,3.5
3797,14.3,1.6,324,360,3.5,17.8,0.96,2.13,9.32,3.7
3798,16.7,3,397,278,3,42.1,0.93,1.58,6.04,3
3799,15.6,1.8,303,300,1.7,39.3,1.69,0.81,9.98,2.6
3800,13.6,5.5,460,368,3,44,0.66,1.42,9.01,4.4
