ID,X3,X4,X5,X6,X11,X12,X13,X14,X15,Y
3053,16.2,2.5,371,355,2.7,35.8,1.34,1.83,8.27,5.15
3054,19.4,2.83,311,365,2.5,40.1,2.46,3.13,10.22,5.652
3055,15,4.3,421,372,2.5,40.2,1.89,1.22,9.11,3.9
3056,24.4,3.55,289,354,4,50,1.05,1.7,11.9,6.23
3057,14.4,2.1,338,352,3,30.6,2.1,2.15,8.28,3.5
3058,23.8,2.9,397,274,4,57.3,0.93,1.58,6.15,3.6
3059,24.1,3.82,311,369,4,60.7,2.47,3.12,10.22,5.044
3060,16,3.8,325,368,2.5,31,1.02,1.06,12.3,7.3
3061,24.1,4.85,407,321,3.7,54.9,0.97,1.41,7.21,4.2
3062,17.1,2.4,400,281,4,57.5,0.93,1.58,6.15,2.7
3063,19.8,5.8,296,370,3,44.6,1.68,2.17,13.4,9.3
3064,14.7,3.25,353,346,3.3,47.3,1.32,1.84,8.56,5.4
3065,16.8,2.52,316,362,2,33.2,0.93,1.04,10.75,7.063
3066,17.5,6.1,425,372,2.5,56,1.89,1.22,9.11,5.7
3067,16,2.8,375,279,3.5,48.3,0.93,1.58,6.04,2.6
3068,14.9,3.6,404,357,3,68.9,0.97,1.41,7.21,4.5
3069,16.7,4.5,328,374,3,45.9,1.51,1.63,11.56,8.5
3070,15.2,3.4,305,364,3,43.2,1.15,0.98,11.57,7.4
3071,19.1,4.2,330,374,3.5,52.1,1.51,1.63,11.56,6.1
3072,13.9,2.5,325,368,2.5,26,1.02,1.06,12.3,6.7
3073,15.4,2.7,392,278,3.5,50.1,0.93,1.58,6.04,3.1
3074,19.1,3.72,308,370,3.5,48.5,2.46,3.13,10.22,5.64
3075,29.8,4,418,359,3.5,70,1.91,1.57,9.96,2.6
3076,20.9,4.6,420,359,2.5,55,1.91,1.57,9.96,3.6
3077,16.8,3.2,305,364,3.5,41.8,1.15,0.98,11.57,7.2
3078,16,2.19,323,349,2.5,27.6,1.18,1.52,10.82,4.436
3079,12.8,5.4,455,368,2.5,43.2,0.66,1.42,9.01,4.2
3080,18.4,3.6,376,280,3.5,51.9,0.93,1.58,6.09,3.4
3081,16.6,3.2,309,364,2.5,32.4,1.15,0.98,11.57,6.7
3082,15.9,2.2,393,273,2.5,28.8,0.96,1.18,6.14,3.6
3083,15.5,2.5,376,279,3.5,48.7,0.93,1.58,6.04,3.3
3084,16.8,3,299,331,2.7,28,2.95,2.16,9.49,5.2
3085,12.8,3.4,461,368,3,38.6,0.66,1.42,9.01,3.2
3086,15,3.06,310,370,2.3,39.5,1.91,2.19,10.11,5.4992
3087,14.8,3,295,373,4,60.5,1.8,2.54,8.43,6
3088,13.9,2.8,322,366,3,24.3,0.99,1.07,10.15,5.5
3089,25,5.2,462,366,3,49,1.49,0.84,8.76,3.5
3090,16.6,3.7,313,414,2.3,34.2,1.59,1.09,8.54,7.7
3091,18.3,4.3,365,299,3,46.1,1.61,1.19,10.43,5.4
3092,16.7,5.2,462,368,3,38.2,0.66,1.42,9.01,5.6
3093,25.6,4.9,462,366,2.5,47.2,1.49,0.84,8.76,3.9
3094,17.4,4,418,359,2.5,40.8,1.91,1.57,9.96,3.6
3095,12.3,3.9,366,355,2,32.6,1.34,1.83,8.27,5.15
3096,16.6,3.8,289,379,2.5,40,0.99,1.09,11.11,8.5
3097,22.5,4.8,422,359,3,60.8,1.91,1.57,9.96,3.6
3098,16,2.6,338,351,3,31,2.1,2.15,8.28,4
3099,16.7,4.5,307,354,3,43.4,0.86,1.53,13.78,9.2
3100,16.4,3.5,425,372,2.5,42.6,1.89,1.22,9.11,4.3
3101,18.5,3.65,330,356,3.5,52.6,3.59,2.56,9.11,5.45
3102,16.5,2.9,367,355,2,38.6,1.34,1.83,8.27,5.85
3103,16.4,2.4,298,373,3.5,53.3,1.8,2.54,8.43,5.4
3104,22.1,2.8,293,376,4.5,63.7,1.78,2.59,8.48,5.2
3105,15.1,2.9,368,355,3.3,33.6,1.34,1.83,8.27,4.15
3106,17.9,4.2,440,371,2.5,40.1,0.89,1.14,7.35,5.2
3107,18,5.5,463,219,2.5,52,1.49,0.84,8.76,2.3
3108,16.7,2.65,309,365,2.5,40.2,2.46,3.13,10.22,4.729
3109,16.2,2.6,392,275,3,43.5,0.93,1.58,6.15,3.1
3110,14.2,3.7,458,368,2,39.6,0.66,1.42,9.01,4.2
3111,15.8,5.1,472,371,3,52,0.72,1.49,9.77,5.6
3112,27.9,3.7,309,354,3.5,42.4,0.86,1.53,13.78,5.8
3113,17.8,4,297,365,3,53.4,0.81,1.84,14.3,9.3
3114,18.1,2.5,353,346,3.5,53.7,1.32,1.84,8.56,3.4
3115,14.2,2.2,394,270,2.5,37,0.96,1.18,6.14,3
3116,16,3.28,323,366,3,27.8,0.99,1.07,10.15,5.39
3117,14.8,2.95,353,346,2.7,41.1,1.32,1.84,8.56,3.8
3118,16.4,2.6,378,273,2.5,30.6,0.96,1.18,6.14,3.5
3119,18.5,5,458,368,2.5,45.8,0.66,1.42,9.01,4.5
3120,14.2,1.2,322,360,3.5,25,0.96,2.13,9.32,3.6
3121,17.5,5.7,471,363,3,49,1.67,1.09,9.02,4.2
3122,14.9,2,321,375,2,28.2,2.17,2.52,8.19,3.6
3123,12.8,2.6,458,368,2.5,36.2,0.66,1.42,9.01,4.2
3124,17.2,5.1,298,365,3,56,0.81,1.84,14.3,9.9
3125,16.3,2.25,314,362,3.5,41.4,0.93,1.04,10.75,5.5277
3126,22.5,1.9,327,361,3,29.4,2.15,2.23,8.8,3.8
3127,15.6,3.2,299,373,3,44.1,1.8,2.54,8.43,5.4
3128,16.7,5.1,460,368,2.5,45.2,0.66,1.42,9.01,5.3
3129,15.6,3.7,300,366,3.3,55,0.81,1.84,14.3,7.1
3130,20.2,2.8,300,370,3.5,47.5,1.68,2.1,13.38,4.7
3131,18.2,3.8,458,366,2.5,38.2,1.49,0.84,8.76,3.2
3132,15.5,2.3,317,375,3,43.1,0.72,2.6,8.92,5
3133,17.9,4.2,463,368,2,38.4,0.66,1.42,9.01,5.5
3134,21.9,4.6,293,361,3.5,60.4,1.29,1.54,11.22,5.26
3135,17.2,3.82,308,370,3.5,53.5,1.91,2.19,10.11,6.528
3136,13.5,2.6,341,348,3,37.4,1.42,1.05,11.78,5
3137,17.5,3.5,394,274,3,43.5,0.93,1.58,6.09,3.6
3138,18.4,2.91,322,366,3.5,24.9,0.99,1.07,10.15,5.17
3139,15.5,3.38,283,353,3,44,1.05,1.7,11.9,5.98
3140,17.5,4.7,458,368,2.5,39.4,0.66,1.42,9.01,4.6
3141,17.9,2.7,400,280,3.5,48.5,0.93,1.58,6.09,2.5
3142,17.5,3.8,322,343,3,44.5,1.98,1.28,9.8,6.9
3143,13.9,3.3,351,346,3,45.9,1.32,1.84,8.56,4.9
3144,15.8,2.4,294,376,4.5,63.7,1.78,2.59,8.48,5.4
3145,16.3,2.4,318,375,4.5,65.1,0.72,2.6,8.92,4.6
3146,15.6,1.6,336,352,2.5,24,2.1,2.15,8.28,3.5
3147,16.2,3.5,395,280,3.5,52.1,0.93,1.58,6.15,3.9
3148,15.9,2.8,318,375,3,44.1,0.72,2.6,8.92,6
3149,18.6,5.4,417,359,2.5,50.6,1.91,1.57,9.96,4.7
3150,24.8,4.4,427,372,2.5,54.2,1.89,1.22,9.11,4.3
3151,16.7,5.2,461,219,2.5,40.2,1.49,0.84,8.76,2.5
3152,16.9,4,326,374,3,45.9,1.51,1.63,11.56,6.5
3153,14.4,4.1,476,363,2.5,42,1.67,1.09,9.02,4.4
3154,16,2.9,373,281,3.5,48.3,0.93,1.58,6.15,2.9
3155,17,4,440,371,2.7,41.3,0.89,1.14,7.35,5.9
3156,13.7,3.3,308,364,2.5,30.6,1.15,0.98,11.57,5.6
3157,15.1,1.8,324,372,2.5,27.6,0.96,2.13,9.32,3.4
3158,14.1,2.33,320,367,2,20.2,0.99,1.07,10.15,3.54
3159,16.3,2.3,379,279,3.5,51.9,0.93,1.58,6.09,3
3160,24.7,4.1,423,372,3,53.2,1.89,1.22,9.11,4.1
3161,23,3.4,438,371,3,41.6,0.89,1.14,7.35,5.2
3162,15.5,3.4,465,371,2.5,30.4,0.72,1.49,9.77,4.9
3163,17.3,4.5,439,371,3,45.9,0.89,1.14,7.35,6.6
3164,15.7,2.2,375,280,4,56.3,0.93,1.58,6.15,2.5
3165,14,1.84,321,366,2.5,20.1,0.99,1.07,10.15,3.33
3166,24,3.7,308,387,4,44.2,1.02,0.82,11.95,4.4
3167,24.8,3.51,313,369,4,60.7,2.47,3.12,10.22,4.011
3168,23.4,3.8,402,321,2.7,40.9,0.97,1.41,7.21,3.2
3169,14.1,2.1,341,351,2.5,28.6,2.1,2.15,8.28,3.3
3170,16.2,1.8,334,351,3.5,28,2.1,2.15,8.28,3.7
3171,17.2,5.2,301,370,2.7,41.3,1.68,2.1,13.38,8.4
3172,15.2,2.4,324,375,2,27.4,2.17,2.52,8.19,3.9
3173,15.8,5.8,291,362,3.5,39.3,1.29,1.54,11.22,9.9
3174,16.6,6.5,469,363,3,47.2,1.67,1.09,9.02,4.4
3175,14.5,2.4,317,343,2.7,40.9,1.98,1.28,9.8,6.8
3176,26.7,3.5,290,380,3.5,55.5,0.99,1.09,11.11,7
3177,17.1,2.9,334,363,4,56.3,0.71,2.56,8.67,3.4
3178,16.4,4,413,359,2.5,59.4,1.91,1.57,9.96,3.5
3179,22.7,3,375,273,3.5,38.6,0.96,1.18,6.14,3.9
3180,15.2,2.1,319,343,2.5,40.1,1.98,1.28,9.8,5.4
3181,15,2.87,324,350,2,32.9,1.18,1.54,10.82,5.224
3182,18.3,4.6,417,359,2.5,57.4,1.91,1.57,9.96,3.4
3183,16.8,3.3,323,349,2.5,32.6,1.18,1.52,10.82,5.986
3184,16.9,3.2,361,299,3.5,54.3,1.61,1.19,10.43,4.7
3185,19.2,4.1,296,366,3,61.8,0.81,1.84,14.3,8.7
3186,14,2.6,393,270,2.5,36.6,0.96,1.18,6.14,2.8
3187,19.3,4.1,458,368,3,31.4,0.66,1.42,9.01,5.1
3188,18.8,3.5,361,299,2.5,40.5,1.61,1.19,10.43,4.9
3189,15.5,2.1,323,375,2.5,30.4,2.17,2.52,8.19,3.2
3190,28.2,2.78,290,354,3,50,1.05,1.7,11.9,5.24
3191,19.4,3.6,445,371,3.3,46.3,0.89,1.14,7.35,5.7
3192,17.2,1.8,306,300,3,41.5,1.69,0.81,9.98,2.2
3193,15.6,1.7,339,351,2.5,19.4,2.1,2.15,8.28,3
3194,21.1,5.7,461,366,2.5,51.2,1.49,0.84,8.76,4.2
3195,17.2,4.8,300,366,2.7,56.4,0.81,1.84,14.3,9.1
3196,15.3,3.04,324,350,2.5,29.7,1.18,1.54,10.82,4.732
3197,16.4,1.9,320,375,4,57.9,0.72,2.6,8.92,4.4
3198,22.5,3.72,324,367,3,42.3,0.99,1.07,10.15,3.9
3199,23.5,4.4,316,415,2.5,44.3,1.6,1.09,8.52,6.4
3200,27.9,5.2,421,359,3,64.8,1.91,1.57,9.96,4.7
3201,16.2,3.7,304,354,3,33.4,0.86,1.53,13.78,7.4
3202,22,3.3,444,366,3,42.9,0.94,1.14,7.26,4.8
3203,18.9,2.6,396,270,2.5,30.8,0.96,1.18,6.14,4.7
3204,16.4,3.6,309,364,3,43.8,1.15,0.98,11.57,7.1
3205,15.7,3.8,425,359,2.5,52.4,1.91,1.57,9.96,3.3
3206,17.5,4.41,283,353,3,36,1.05,1.7,11.9,7.2
3207,16.8,6.2,466,219,2.5,51.8,1.49,0.84,8.76,2.6
3208,17.4,4,305,388,3,34.1,1.02,0.84,11.96,9.6
3209,30.3,4.4,426,359,2.5,57.6,1.91,1.57,9.96,3.9
3210,25,3.1,322,343,2.7,40.5,1.98,1.28,9.8,6
3211,20.9,2.7,373,274,3.5,52.3,0.93,1.58,6.15,2.2
3212,24.9,4.04,320,365,3.5,49.1,1.9,2.2,10.06,5.5709
3213,24.5,4.8,291,362,3,52,1.29,1.54,11.22,6.88
3214,16.2,3.7,324,370,3.5,45.5,1.02,1.04,12.31,6.6
3215,15.3,3.3,324,369,2.5,35.5,1.02,1.06,12.3,6.9
3216,14.5,3.25,356,346,3,45.4,1.32,1.84,8.56,5.1
3217,12.8,3.59,325,349,2.5,34.4,1.18,1.52,10.82,5.05
3218,19.3,3.5,461,368,3,36.6,0.66,1.42,9.01,5.1
3219,21.3,3.8,457,368,2.5,38.4,0.66,1.42,9.01,4.1
3220,19.3,4,458,368,2.5,39.4,0.66,1.42,9.01,3.6
3221,16.1,2.4,372,273,2.5,32.2,0.96,1.18,6.14,3.9
3222,17.5,2.7,323,369,2,25.5,1.02,1.06,12.3,6.8
3223,13.6,1.8,321,359,3,17.4,0.96,2.17,9.29,3.2
3224,18.6,2.6,284,353,3.5,52.7,2.39,2.98,10.05,7
3225,27.6,4.1,424,372,2.5,40.1,1.89,1.22,9.11,4.7
3226,16.5,4.32,285,353,4,50,1.05,1.7,11.9,6.22
3227,20.2,4.4,462,366,2.5,43.4,1.49,0.84,8.76,3.8
3228,17,3.02,315,362,3.5,44.4,0.93,1.04,10.75,7.659
3229,17.2,3.4,437,371,2.7,41.3,0.89,1.14,7.35,5.4
3230,15.9,2.87,319,366,2.5,29,0.99,1.07,10.15,5.25
3231,26,4.2,438,371,3.3,46.3,0.89,1.14,7.35,7.7
3232,18.6,3.8,462,368,2,34.8,0.66,1.42,9.01,3.9
3233,17.2,3.7,305,388,3.5,37.2,1.02,0.84,11.96,7.9
3234,25,2.3,375,274,3.5,49.1,0.93,1.58,6.15,2.9
3235,16.5,2.6,283,353,3,45.1,2.39,2.98,10.05,6.01
3236,14.6,2.6,303,388,3,33.2,1.02,0.84,11.96,7.6
3237,17.5,5.1,468,371,3,34.2,0.72,1.49,9.77,6.4
3238,15.7,3.95,406,321,3.5,52.5,0.97,1.41,7.21,4.3
3239,14.3,3.1,465,371,2.5,27.4,0.72,1.49,9.77,3.8
3240,13.4,5.6,455,368,3.5,44.2,0.66,1.42,9.01,5
3241,24.1,2.75,332,349,3,41.5,3.62,2.63,9.14,4.3
3242,18.7,4.68,284,353,3,46,1.05,1.7,11.9,8.85
3243,16.1,4.9,302,366,2.5,45,0.81,1.84,14.3,8.1
3244,17,4.3,341,348,2.5,36.4,1.42,1.05,11.78,7.4
3245,19.9,2.6,299,331,2,16,2.95,2.16,9.49,3.8
3246,21,3.97,287,353,3,46,1.05,1.7,11.9,5.28
3247,18,3.8,423,359,2.5,55.2,1.91,1.57,9.96,3
3248,26.5,4.8,419,372,3,49,1.89,1.22,9.11,5.1
3249,12.8,6.1,462,368,4,48.6,0.66,1.42,9.01,4.8
3250,17.7,5,416,359,3,61.2,1.91,1.57,9.96,3.5
3251,18.4,3.6,461,366,3,56.8,1.49,0.84,8.76,2.9
3252,16.8,4.5,298,366,3,47.4,0.81,1.84,14.3,9.8
3253,21.3,3.1,321,343,2.7,41.1,1.98,1.28,9.8,5.5
3254,16.3,1.7,322,372,3,28.8,0.96,2.13,9.32,3.6
3255,18.8,3,306,354,3,44.6,0.86,1.53,13.78,7.5
3256,15,3.6,302,388,3.5,34.5,1.02,0.84,11.96,8.3
3257,16.1,3.5,341,348,3.5,33,1.42,1.05,11.78,5.8
3258,15.6,2.5,394,279,3,43.5,0.93,1.58,6.09,2.5
3259,17.2,2.2,330,351,3,33.8,2.1,2.15,8.28,3.7
3260,24.8,4.2,343,348,4,44,1.42,1.05,11.78,5.7
3261,17,5,421,372,2.5,40.6,1.89,1.22,9.11,4.5
3262,22.1,2.1,328,361,3.5,33.2,2.15,2.23,8.8,3.9
3263,20.1,4.8,304,352,3,50,1.53,2.27,12.85,6.4
3264,17.1,2.8,292,376,4,56.5,1.78,2.59,8.48,5.6
3265,15.2,2.6,299,373,4.5,67.3,1.8,2.54,8.43,4.8
3266,15.9,2.8,325,375,2,30.2,2.17,2.52,8.19,3.6
3267,23.1,3.5,394,274,4,58.3,0.93,1.58,6.15,2.8
3268,16.2,2,293,376,4,55.7,1.78,2.59,8.48,4
3269,13.6,3.36,321,366,2,30.9,0.99,1.07,10.15,5.33
3270,16.8,3,322,375,2.5,33.4,2.17,2.52,8.19,4
3271,16.3,4.2,458,368,3,37.2,0.66,1.42,9.01,4.3
3272,16,3.3,303,388,3.5,33.2,1.02,0.84,11.96,8.2
3273,16.4,3.3,306,354,3,41.8,0.86,1.53,13.78,9
3274,18.1,2.9,305,354,3.5,47.4,0.86,1.53,13.78,7.7
3275,15,2.32,319,362,3.5,35.2,0.93,1.04,10.75,5.7204
3276,18.8,2.4,371,279,3.5,50.3,0.93,1.58,6.04,3.3
3277,15.9,2.2,306,364,3,31.8,1.15,0.98,11.57,5.9
3278,18.1,5.8,422,372,3,52,1.89,1.22,9.11,5.7
3279,25.3,4.6,342,348,3.5,46,1.42,1.05,11.78,7.2
3280,13.6,4.9,458,368,2.5,43.4,0.66,1.42,9.01,4.4
3281,19.2,2.1,373,280,3.5,52.9,0.93,1.58,6.09,2.8
3282,14.1,1.6,324,360,3.5,21.6,0.96,2.13,9.32,3.2
3283,17.9,3.5,288,379,3,42.5,0.99,1.09,11.11,7.3
3284,16.8,2.4,377,274,3.5,53.1,0.93,1.58,6.09,3.3
3285,14.4,2.8,325,375,2,27.4,2.17,2.52,8.19,3.4
3286,15.6,4.8,299,366,2.5,46.4,0.81,1.84,14.3,9.8
3287,14.5,2.92,323,338,2.5,29.8,1.18,1.54,10.82,4.951
3288,17.3,6,462,219,2.5,43.2,1.49,0.84,8.76,3.4
3289,17.9,4.5,430,371,3,44.3,0.89,1.14,7.35,6.2
3290,17.7,3.44,313,370,3,44.5,1.91,2.19,10.11,6.3582
3291,18.1,4,439,371,3,45.7,0.89,1.14,7.35,7.8
3292,14.8,2.7,307,364,3,36.8,1.15,0.98,11.57,6.4
3293,16,3.5,335,349,3,30.6,1.43,1.08,11.78,5.8
3294,20.7,2.3,303,300,3,42.1,1.69,0.81,9.98,1.9
3295,17.8,4.6,284,353,3,54,1.05,1.7,11.9,8.19
3296,20.9,5.2,300,371,3,41.7,1.68,2.1,13.38,7.4
3297,18.8,2.9,284,353,3.5,48.1,2.39,2.98,10.05,7.3
3298,15.4,3.5,302,370,3,45.1,1.68,2.17,13.4,5.9
3299,17.4,5.6,470,363,2.5,38.8,1.67,1.09,9.02,3.4
3300,15.1,3.15,404,321,3.5,48.9,0.97,1.41,7.21,3.65
3301,13.6,4.8,460,368,3.5,39,0.66,1.42,9.01,3.7
3302,22,2.2,330,372,3.5,47.5,0.96,2.13,9.32,4
3303,14.8,2.8,321,375,2,32.4,2.17,2.52,8.19,3.5
3304,16.8,3.3,358,299,3,46.1,1.61,1.19,10.43,4.5
3305,20.2,2.75,333,349,3.3,46.3,3.62,2.63,9.14,3.55
3306,18.1,3.57,283,353,3,40,1.05,1.7,11.9,6.41
3307,19,3.1,310,354,3,35.8,0.86,1.53,13.78,7
3308,18.4,2.4,303,300,2.5,39.9,1.69,0.81,9.98,2.4
3309,18,4.1,307,354,3,41.4,0.86,1.53,13.78,7.4
3310,21.4,3,374,273,3.5,43,0.96,1.18,6.14,3.6
3311,16.5,2.26,317,366,3.5,24,0.99,1.07,10.15,4.88
3312,17,5.6,421,359,3,64.6,1.91,1.57,9.96,4.4
3313,15.3,2.1,321,375,2,23.6,2.17,2.52,8.19,3.8
3314,23,3.1,392,274,4,58.7,0.93,1.58,6.15,3.5
3315,14.8,2.3,320,375,3,43.9,0.72,2.6,8.92,4.8
3316,14.8,2.9,324,375,2.5,39.6,2.17,2.52,8.19,4.1
3317,16.6,2.8,336,351,3.5,31,2.1,2.15,8.28,4
3318,17,3.1,320,343,2.5,40.3,1.98,1.28,9.8,5.6
3319,19.3,3,357,346,3.5,47.7,1.32,1.84,8.56,3.85
3320,14.5,2.2,320,360,3.5,24.6,0.96,2.13,9.32,3.7
3321,17.3,2.7,320,375,2.5,34,2.17,2.52,8.19,3.9
3322,23.5,2.1,322,371,2.5,32,2.15,2.51,8.28,3.4
3323,15.9,4.8,419,359,2.5,46.4,1.91,1.57,9.96,4.9
3324,24.8,4.6,405,321,4.3,63.1,0.97,1.41,7.21,4.2
3325,16,2,376,274,3,43.5,0.93,1.58,6.09,3
3326,13,3,321,343,2.5,39.6,1.98,1.28,9.8,6.4
3327,17.5,4.4,421,359,2.5,44,1.91,1.57,9.96,3.7
3328,14.7,4.5,461,219,2.5,50,1.49,0.84,8.76,1.7
3329,15.5,3.1,306,364,2.5,33.4,1.15,0.98,11.57,6.3
3330,20.9,2,304,387,3.5,30.1,1.02,0.82,11.95,5.4
3331,15.4,3,399,273,3,43.3,0.93,1.58,6.04,2.9
3332,15.6,2.2,323,375,2.5,24.6,2.17,2.52,8.19,3.1
3333,24.2,4.75,406,321,4,56.7,0.97,1.41,7.21,3.8
3334,15.8,3,325,375,2.5,37.6,2.17,2.52,8.19,3.7
3335,21.8,3.8,426,359,2.5,53,1.91,1.57,9.96,3.6
3336,18.4,5,300,366,3,55.8,0.81,1.84,14.3,8
3337,29.5,5.2,424,359,3.5,67.2,1.91,1.57,9.96,4.9
3338,17,1.6,331,359,3.5,49.7,0.71,2.56,8.67,2.8
3339,18.4,3.5,474,363,2.5,38,1.67,1.09,9.02,6
3340,16.9,4,298,366,2.7,55.2,0.81,1.84,14.3,7.9
3341,16.3,4.3,303,354,3.5,41.4,0.86,1.53,13.78,9.6
3342,14.8,4.3,460,368,2.5,39.6,0.66,1.42,9.01,4.4
3343,18.5,3.3,339,349,3.5,41.2,1.43,1.08,11.78,6.3
3344,15.1,2.7,325,375,2,29.2,2.17,2.52,8.19,3.1
3345,22.3,4.07,325,367,3,51,0.99,1.07,10.15,4.51
3346,15,2.79,329,349,2,29.5,1.18,1.52,10.82,4.688
3347,18.8,4.8,420,359,2.5,53.6,1.91,1.57,9.96,3.7
3348,15.9,2.7,303,300,2.7,40.9,1.69,0.81,9.98,2.8
3349,21.1,3.4,321,343,3,41.7,1.98,1.28,9.8,6.4
3350,17.6,4.3,423,359,3,60.2,1.91,1.57,9.96,3.9
3351,18,4.1,470,371,2.5,36.2,0.72,1.49,9.77,5.3
3352,14.8,1.4,324,360,3.5,22.8,0.96,2.13,9.32,2.3
3353,20.9,3.26,326,367,3.5,44.9,0.99,1.07,10.15,4.5
3354,16.3,4.5,468,371,2.5,34.8,0.72,1.49,9.77,5.4
3355,14.8,5.4,464,368,3,42,0.66,1.42,9.01,5
3356,24.8,3.2,441,371,3,41.6,0.89,1.14,7.35,4.3
3357,16.9,3.1,310,364,3,35,1.15,0.98,11.57,6
3358,18.1,4.4,418,359,2.5,54,1.91,1.57,9.96,3.9
3359,14.6,4.6,299,371,3,42.3,1.68,2.17,13.4,6
3360,16.6,3.8,458,368,3,32.4,0.66,1.42,9.01,4.7
3361,14.4,2.95,404,357,3,70.3,0.97,1.41,7.21,3.9
3362,30,3.8,419,359,2.5,57,1.91,1.57,9.96,3.5
3363,16.6,2.8,396,280,3.5,51.1,0.93,1.58,6.15,3.4
3364,14.8,3.2,393,273,3.5,33.4,0.96,1.18,6.14,3.3
3365,17.3,4.5,300,371,3,45.1,1.68,2.17,13.4,7.6
3366,19,4.2,423,359,2.5,53.4,1.91,1.57,9.96,3.4
3367,26.6,3.9,292,361,3.5,54.8,1.29,1.54,11.22,5.77
3368,15.4,2.5,334,352,2.5,31,2.1,2.15,8.28,4.3
3369,15.6,2.4,302,388,3.5,27,1.02,0.84,11.96,5.9
3370,16.9,3.9,353,346,2.7,40.9,1.32,1.84,8.56,5.35
3371,19.1,4.3,328,370,3,41,1.02,1.04,12.31,8.6
3372,14.1,3.15,403,357,2,76.7,0.97,1.41,7.21,5.35
3373,16.3,2.5,369,280,3,42.1,0.93,1.58,6.15,3
3374,18.7,4.3,300,370,3,45.5,1.68,2.1,13.38,7.8
3375,15.4,4.3,290,362,3,32.9,1.29,1.54,11.22,11.87
3376,18.8,4.9,463,366,3.5,59.8,1.49,0.84,8.76,3.6
3377,17.8,3.4,342,348,3,47,1.42,1.05,11.78,6.1
3378,24.6,4.3,308,351,3.5,49,1.54,2.32,12.85,5
3379,18.5,4.4,458,368,2.5,40.2,0.66,1.42,9.01,4.1
3380,15.2,2.89,325,337,2.5,30.6,1.18,1.52,10.82,5.029
3381,15.1,2.9,367,355,3,41.8,1.34,1.83,8.27,4.8
3382,23.7,3.1,291,380,3.5,48,0.99,1.09,11.11,6.5
3383,16.5,2.9,325,375,2,26.6,2.17,2.52,8.19,3.7
3384,24.4,3.56,328,349,2.5,38,1.18,1.52,10.82,5.095
3385,16.6,3,351,346,3.7,54.6,1.32,1.84,8.56,4.6
3386,14.7,4.1,471,371,2.5,34.8,0.72,1.49,9.77,5.3
3387,14.7,2.5,320,375,4,57.6,0.72,2.6,8.92,5.4
3388,14.4,1.6,320,360,3.5,19.6,0.96,2.13,9.32,2.9
3389,20.2,4.5,303,331,3.7,33.5,2.95,2.16,9.49,4.9
3390,14.4,3,394,270,3,33.2,0.96,1.18,6.14,3
3391,18.9,2.3,395,275,3.5,49.3,0.93,1.58,6.15,2.8
3392,16.3,2.7,373,281,3,43.6,0.93,1.58,6.15,3.6
3393,16.4,4.1,307,354,3,47.8,0.86,1.53,13.78,9
3394,17.3,5.1,458,368,3,40.2,0.66,1.42,9.01,4.7
3395,15.5,3.7,471,371,2.5,40,0.72,1.49,9.77,4.7
3396,16.1,2.7,325,375,2.5,37,2.17,2.52,8.19,3.9
3397,21.4,1.8,331,359,3.5,49.5,0.71,2.56,8.67,3.6
3398,20.7,5.6,460,366,3,47.6,1.49,0.84,8.76,3.6
3399,23,5.1,405,321,3,42.7,0.97,1.41,7.21,3.75
3400,14.4,2.2,324,360,4.5,26,0.96,2.13,9.32,3.9
3401,22.4,5,470,363,2.5,47,1.67,1.09,9.02,4.4
3402,16.8,3.9,299,370,3,45.6,1.68,2.1,13.38,6.5
3403,16.6,4.6,463,368,2.5,38.4,0.66,1.42,9.01,6
3404,16.6,2.8,331,374,3.5,54.1,1.51,1.63,11.56,6
3405,17,2.2,298,300,3,42.5,1.69,0.81,9.98,2.2
3406,20.2,4.1,287,379,3,49.5,0.99,1.09,11.11,8.1
3407,17.3,3.9,462,366,2.5,54.8,1.49,0.84,8.76,3.4
3408,17.1,5.3,301,370,3.3,46.3,1.68,2.17,13.4,8.9
3409,17.2,5.1,462,366,3,49.8,1.49,0.84,8.76,3.8
3410,17.6,3.5,465,371,2.5,31.6,0.72,1.49,9.77,4.8
3411,16.6,6.1,476,363,2.5,44.2,1.67,1.09,9.02,5.6
3412,18,5.2,423,359,3,57,1.91,1.57,9.96,3.4
3413,19,4.9,326,369,2.5,43.5,1.02,1.06,12.3,7.8
3414,15.5,2.6,291,376,3.5,48.9,1.78,2.59,8.48,5.4
3415,17.6,4.7,298,366,3,54.8,0.81,1.84,14.3,10.1
3416,16,4.1,457,371,2.5,39.4,0.72,1.49,9.77,5.2
3417,15.2,3.4,305,388,3.5,38.9,1.02,0.84,11.96,8.5
3418,15.5,2.8,395,279,3.5,48.7,0.93,1.58,6.09,3
3419,16.5,2.3,393,280,3.5,50.9,0.93,1.58,6.09,2.4
3420,23.1,3.77,310,370,3,44.5,2.46,3.13,10.22,5.329
3421,17.5,3.2,394,280,4,58.7,0.93,1.58,6.15,3.3
3422,17.7,3.4,303,331,3,32,2.95,2.16,9.49,5.2
3423,15.4,3.5,466,371,2.5,29.8,0.72,1.49,9.77,4.5
3424,14.9,2.9,324,370,2.5,32,1.02,1.04,12.31,6.2
3425,17.7,1.8,322,372,3,30.4,0.96,2.13,9.32,3.7
3426,15.4,2.9,336,352,3.5,29.4,2.1,2.15,8.28,4.2
3427,17.5,3.3,392,279,3.5,53.1,0.93,1.58,6.09,4.6
